ID	Length	Taxa_id	Species	Lineage
S001418751	1437	643671	Larkinella arboricola	Root; Bacteria; Bacteroidetes; Cytophagia; Cytophagales; Cytophagaceae; Larkinella
S001611702	1429	683041	Larkinella bovis	Root; Bacteria; Bacteroidetes; Cytophagia; Cytophagales; Cytophagaceae; Larkinella
S001187365	1457	316068	Leadbetterella byssophila	Root; Bacteria; Bacteroidetes; Cytophagia; Cytophagales; Cytophagaceae; Leadbetterella
S001873713	1450	702568	Litoribacter ruber	Root; Bacteria; Bacteroidetes; Cytophagia; Cytophagales; Cytophagaceae; Litoribacter
S003722329	1390	1237105	Litoribacter alkaliphilus	Root; Bacteria; Bacteroidetes; Cytophagia; Cytophagales; Cytophagaceae; Litoribacter
S000824049	1464	402147	Persicitalea jodogahamensis	Root; Bacteria; Bacteroidetes; Cytophagia; Cytophagales; Cytophagaceae; Persicitalea
S001350584	1416	455078	Rhodocytophaga aerolata	Root; Bacteria; Bacteroidetes; Cytophagia; Cytophagales; Cytophagaceae; Rhodocytophaga
S000892788	1387	451374	Rudanella lutea	Root; Bacteria; Bacteroidetes; Cytophagia; Cytophagales; Cytophagaceae; Rudanella
S000498586	1358	94255	Runella zeae	Root; Bacteria; Bacteroidetes; Cytophagia; Cytophagales; Cytophagaceae; Runella
S000649812	1427	370973	Runella defluvii	Root; Bacteria; Bacteroidetes; Cytophagia; Cytophagales; Cytophagaceae; Runella
S000649817	1428	370978	Runella limosa	Root; Bacteria; Bacteroidetes; Cytophagia; Cytophagales; Cytophagaceae; Runella
S004056812	1456	106	Runella slithyformis	Root; Bacteria; Bacteroidetes; Cytophagia; Cytophagales; Cytophagaceae; Runella
S004495097	1443	1681844	Runella palustris	Root; Bacteria; Bacteroidetes; Cytophagia; Cytophagales; Cytophagaceae; Runella
S001188350	1351	563176	Siphonobacter aquaeclarae	Root; Bacteria; Bacteroidetes; Cytophagia; Cytophagales; Cytophagaceae; Siphonobacter
S000629072	1460	108	Spirosoma linguale	Root; Bacteria; Bacteroidetes; Cytophagia; Cytophagales; Cytophagaceae; Spirosoma
S000859439	1407	564064	Spirosoma rigui	Root; Bacteria; Bacteroidetes; Cytophagia; Cytophagales; Cytophagaceae; Spirosoma
S000979715	1296	431554	Spirosoma spitsbergense	Root; Bacteria; Bacteroidetes; Cytophagia; Cytophagales; Cytophagaceae; Spirosoma
S000979716	1396	431553	Spirosoma luteum	Root; Bacteria; Bacteroidetes; Cytophagia; Cytophagales; Cytophagaceae; Spirosoma
S000995680	1442	496058	Spirosoma panaciterrae	Root; Bacteria; Bacteroidetes; Cytophagia; Cytophagales; Cytophagaceae; Spirosoma
S003301493	1449	1211327	Spirosoma metallicum	Root; Bacteria; Bacteroidetes; Cytophagia; Cytophagales; Cytophagaceae; Spirosoma
S003315611	1452	1178516	Spirosoma montaniterrae	Root; Bacteria; Bacteroidetes; Cytophagia; Cytophagales; Cytophagaceae; Spirosoma
S003611109	1408	662367	Spirosoma endophyticum	Root; Bacteria; Bacteroidetes; Cytophagia; Cytophagales; Cytophagaceae; Spirosoma
S004050769	1449	1379870	Spirosoma radiotolerans	Root; Bacteria; Bacteroidetes; Cytophagia; Cytophagales; Cytophagaceae; Spirosoma
S004084195	1416	1465616	Spirosoma arcticum	Root; Bacteria; Bacteroidetes; Cytophagia; Cytophagales; Cytophagaceae; Spirosoma
S004086269	1436	1469603	Spirosoma oryzae	Root; Bacteria; Bacteroidetes; Cytophagia; Cytophagales; Cytophagaceae; Spirosoma
S004432034	1440	1211326	Spirosoma aerolatum	Root; Bacteria; Bacteroidetes; Cytophagia; Cytophagales; Cytophagaceae; Spirosoma
S004456364	1457	1597977	Spirosoma fluviale	Root; Bacteria; Bacteroidetes; Cytophagia; Cytophagales; Cytophagaceae; Spirosoma
S004480735	1405	1631573	Spirosoma pulveris	Root; Bacteria; Bacteroidetes; Cytophagia; Cytophagales; Cytophagaceae; Spirosoma
S004482339	1384	1717229	Spirosoma aerophilum	Root; Bacteria; Bacteroidetes; Cytophagia; Cytophagales; Cytophagaceae; Spirosoma
S004534320	1443	1634991	Spirosoma carri	Root; Bacteria; Bacteroidetes; Cytophagia; Cytophagales; Cytophagaceae; Spirosoma
S000012082	1488	153721	Sporocytophaga myxococcoides	Root; Bacteria; Bacteroidetes; Cytophagia; Cytophagales; Cytophagaceae; Sporocytophaga
S003277885	1401	1165102	Fluviimonas pallidilutea	Root; Bacteria; Bacteroidetes; Cytophagia; Cytophagales; Cytophagaceae; Fluviimonas
S003259015	1425	1142234	Huanghella arctica	Root; Bacteria; Bacteroidetes; Cytophagia; Cytophagales; Cytophagaceae; Huanghella
S002232038	1337	869394	Lacihabitans soyangensis	Root; Bacteria; Bacteroidetes; Cytophagia; Cytophagales; Cytophagaceae; Lacihabitans
S002957911	1343	1084526	Nibrella saemangeumensis	Root; Bacteria; Bacteroidetes; Cytophagia; Cytophagales; Cytophagaceae; Nibrella
S002957913	1358	1084524	Nibrella viscosa	Root; Bacteria; Bacteroidetes; Cytophagia; Cytophagales; Cytophagaceae; Nibrella
S003257865	1345	1079859	Pseudarcicella hirudinis	Root; Bacteria; Bacteroidetes; Cytophagia; Cytophagales; Cytophagaceae; Pseudarcicella
S004497541	1451	1720261	Telluribacter humicola	Root; Bacteria; Bacteroidetes; Cytophagia; Cytophagales; Cytophagaceae; Telluribacter
S004537595	1469	1655419	Rhabdobacter roseus	Root; Bacteria; Bacteroidetes; Cytophagia; Cytophagales; Cytophagaceae; Rhabdobacter
S003615114	1385	1230648	Taeseokella kangwonensis	Root; Bacteria; Bacteroidetes; Cytophagia; Cytophagales; Cytophagaceae; Taeseokella
S004501468	1521	28192	Filobacterium rodentium	Root; Bacteria; Bacteroidetes; Chitinophagia; Chitinophagales; Filobacteriaceae; Filobacterium
S000384743	1481	104663	Chitinophaga filiformis	Root; Bacteria; Bacteroidetes; Chitinophagia; Chitinophagales; Chitinophagaceae; Chitinophaga
S000384749	1482	104662	Chitinophaga japonensis	Root; Bacteria; Bacteroidetes; Chitinophagia; Chitinophagales; Chitinophagaceae; Chitinophaga
S000384760	1481	1004	Chitinophaga sancti	Root; Bacteria; Bacteroidetes; Chitinophagia; Chitinophagales; Chitinophagaceae; Chitinophaga
S000428531	1458	79329	Chitinophaga pinensis	Root; Bacteria; Bacteroidetes; Chitinophagia; Chitinophagales; Chitinophagaceae; Chitinophaga
S000537535	1490	331697	Chitinophaga skermanii	Root; Bacteria; Bacteroidetes; Chitinophagia; Chitinophagales; Chitinophagaceae; Chitinophaga
S000627910	1471	363837	Chitinophaga ginsengisoli	Root; Bacteria; Bacteroidetes; Chitinophagia; Chitinophagales; Chitinophagaceae; Chitinophaga
S000652879	1424	29529	Chitinophaga arvensicola	Root; Bacteria; Bacteroidetes; Chitinophagia; Chitinophagales; Chitinophagaceae; Chitinophaga
S000711140	1521	393003	Chitinophaga ginsengisegetis	Root; Bacteria; Bacteroidetes; Chitinophagia; Chitinophagales; Chitinophagaceae; Chitinophaga
S000749598	1478	408074	Chitinophaga terrae	Root; Bacteria; Bacteroidetes; Chitinophagia; Chitinophagales; Chitinophagaceae; Chitinophaga
S001045468	1402	536979	Chitinophaga niabensis	Root; Bacteria; Bacteroidetes; Chitinophagia; Chitinophagales; Chitinophagaceae; Chitinophaga
S001045469	1402	536980	Chitinophaga niastensis	Root; Bacteria; Bacteroidetes; Chitinophagia; Chitinophagales; Chitinophagaceae; Chitinophaga
S001351172	1488	634771	Chitinophaga eiseniae	Root; Bacteria; Bacteroidetes; Chitinophagia; Chitinophagales; Chitinophagaceae; Chitinophaga
S001611311	1415	573321	Chitinophaga rupis	Root; Bacteria; Bacteroidetes; Chitinophagia; Chitinophagales; Chitinophagaceae; Chitinophaga
S002952609	1491	1031224	Chitinophaga oryziterrae	Root; Bacteria; Bacteroidetes; Chitinophagia; Chitinophagales; Chitinophagaceae; Chitinophaga
S002960728	1490	1096750	Chitinophaga cymbidii	Root; Bacteria; Bacteroidetes; Chitinophagia; Chitinophagales; Chitinophagaceae; Chitinophaga
S003717675	1492	1305695	Chitinophaga taiwanensis	Root; Bacteria; Bacteroidetes; Chitinophagia; Chitinophagales; Chitinophagaceae; Chitinophaga
S003803879	1401	1293035	Chitinophaga polysaccharea	Root; Bacteria; Bacteroidetes; Chitinophagia; Chitinophagales; Chitinophagaceae; Chitinophaga
S003805049	1503	1335309	Chitinophaga costaii	Root; Bacteria; Bacteroidetes; Chitinophagia; Chitinophagales; Chitinophagaceae; Chitinophaga
S003807608	1402	1419482	Chitinophaga jiangningensis	Root; Bacteria; Bacteroidetes; Chitinophagia; Chitinophagales; Chitinophagaceae; Chitinophaga
S003807730	1514	1569794	Chitinophaga qingshengii	Root; Bacteria; Bacteroidetes; Chitinophagia; Chitinophagales; Chitinophagaceae; Chitinophaga
S004043692	1455	624395	Chitinophaga ginsengihumi	Root; Bacteria; Bacteroidetes; Chitinophagia; Chitinophagales; Chitinophagaceae; Chitinophaga
S004216934	1449	1502384	Chitinophaga longshanensis	Root; Bacteria; Bacteroidetes; Chitinophagia; Chitinophagales; Chitinophagaceae; Chitinophaga
S004482183	1486	1647451	Chitinophaga barathri	Root; Bacteria; Bacteroidetes; Chitinophagia; Chitinophagales; Chitinophagaceae; Chitinophaga
S004531180	1490	1539050	Chitinophaga dinghuensis	Root; Bacteria; Bacteroidetes; Chitinophagia; Chitinophagales; Chitinophagaceae; Chitinophaga
S001188352	1470	563170	Ferruginibacter alkalilentus	Root; Bacteria; Bacteroidetes; Chitinophagia; Chitinophagales; Chitinophagaceae; Ferruginibacter
S001188354	1406	563172	Ferruginibacter lapsinanis	Root; Bacteria; Bacteroidetes; Chitinophagia; Chitinophagales; Chitinophagaceae; Ferruginibacter
S003720588	1390	1310416	Ferruginibacter yonginensis	Root; Bacteria; Bacteroidetes; Chitinophagia; Chitinophagales; Chitinophagaceae; Ferruginibacter
S004255488	1468	1310417	Ferruginibacter paludis	Root; Bacteria; Bacteroidetes; Chitinophagia; Chitinophagales; Chitinophagaceae; Ferruginibacter
S000964290	1493	477680	Filimonas lacunae	Root; Bacteria; Bacteroidetes; Chitinophagia; Chitinophagales; Chitinophagaceae; Filimonas
S004091370	1450	1500311	Filimonas endophytica	Root; Bacteria; Bacteroidetes; Chitinophagia; Chitinophagales; Chitinophagaceae; Filimonas
S004489259	1408	1737353	Filimonas zeae	Root; Bacteria; Bacteroidetes; Chitinophagia; Chitinophagales; Chitinophagaceae; Filimonas
S001155076	1354	549295	Flavihumibacter petaseus	Root; Bacteria; Bacteroidetes; Chitinophagia; Chitinophagales; Chitinophagaceae; Flavihumibacter
S003920854	1457	1442385	Flavihumibacter cheonanensis	Root; Bacteria; Bacteroidetes; Chitinophagia; Chitinophagales; Chitinophagaceae; Flavihumibacter
S004076687	1361	1349421	Flavihumibacter solisilvae	Root; Bacteria; Bacteroidetes; Chitinophagia; Chitinophagales; Chitinophagaceae; Flavihumibacter
S000721190	1540	462367	Flavisolibacter ginsengiterrae	Root; Bacteria; Bacteroidetes; Chitinophagia; Chitinophagales; Chitinophagaceae; Flavisolibacter
S000721191	1477	462367	Flavisolibacter ginsengisoli	Root; Bacteria; Bacteroidetes; Chitinophagia; Chitinophagales; Chitinophagaceae; Flavisolibacter
S001577627	1430	661481	Flavisolibacter ginsenosidimutans	Root; Bacteria; Bacteroidetes; Chitinophagia; Chitinophagales; Chitinophagaceae; Flavisolibacter
S002339679	1465	940145	Flavisolibacter rigui	Root; Bacteria; Bacteroidetes; Chitinophagia; Chitinophagales; Chitinophagaceae; Flavisolibacter
S004088928	1439	1492898	Flavisolibacter tropicus	Root; Bacteria; Bacteroidetes; Chitinophagia; Chitinophagales; Chitinophagaceae; Flavisolibacter
S004535310	1431	1639646	Flavisolibacter metallilatus	Root; Bacteria; Bacteroidetes; Chitinophagia; Chitinophagales; Chitinophagaceae; Flavisolibacter
S001873908	1445	708199	Flavitalea gansuensis	Root; Bacteria; Bacteroidetes; Chitinophagia; Chitinophagales; Chitinophagaceae; Flavitalea
S002225597	1434	796384	Flavitalea populi	Root; Bacteria; Bacteroidetes; Chitinophagia; Chitinophagales; Chitinophagaceae; Flavitalea
S004230140	1409	1542729	Flavitalea soli	Root; Bacteria; Bacteroidetes; Chitinophagia; Chitinophagales; Chitinophagaceae; Flavitalea
S002033099	1409	714549	Hydrotalea flava	Root; Bacteria; Bacteroidetes; Chitinophagia; Chitinophagales; Chitinophagaceae; Hydrotalea
S003289062	1531	1004304	Hydrotalea sandarakina	Root; Bacteria; Bacteroidetes; Chitinophagia; Chitinophagales; Chitinophagaceae; Hydrotalea
S001096320	1412	510947	Lacibacter cauensis	Root; Bacteria; Bacteroidetes; Chitinophagia; Chitinophagales; Chitinophagaceae; Lacibacter
S003721319	1397	1319580	Lacibacter daechungensis	Root; Bacteria; Bacteroidetes; Chitinophagia; Chitinophagales; Chitinophagaceae; Lacibacter
S000653916	1465	379900	Niabella aurantiaca	Root; Bacteria; Bacteroidetes; Chitinophagia; Chitinophagales; Chitinophagaceae; Niabella
S000871543	1390	446683	Niabella soli	Root; Bacteria; Bacteroidetes; Chitinophagia; Chitinophagales; Chitinophagaceae; Niabella
S001098271	1459	522298	Niabella ginsengisoli	Root; Bacteria; Bacteroidetes; Chitinophagia; Chitinophagales; Chitinophagaceae; Niabella
S001242383	1375	577386	Niabella yanshanensis	Root; Bacteria; Bacteroidetes; Chitinophagia; Chitinophagales; Chitinophagaceae; Niabella
S001873846	1409	706120	Niabella tibetensis	Root; Bacteria; Bacteroidetes; Chitinophagia; Chitinophagales; Chitinophagaceae; Niabella
S003312213	1446	1176587	Niabella ginsenosidivorans	Root; Bacteria; Bacteroidetes; Chitinophagia; Chitinophagales; Chitinophagaceae; Niabella
S003754041	1386	1285929	Niabella hirudinis	Root; Bacteria; Bacteroidetes; Chitinophagia; Chitinophagales; Chitinophagaceae; Niabella
S003754042	1366	1285928	Niabella drilacis	Root; Bacteria; Bacteroidetes; Chitinophagia; Chitinophagales; Chitinophagaceae; Niabella
S000620069	1468	354355	Niastella yeongjuensis	Root; Bacteria; Bacteroidetes; Chitinophagia; Chitinophagales; Chitinophagaceae; Niastella
S000620070	1468	354356	Niastella koreensis	Root; Bacteria; Bacteroidetes; Chitinophagia; Chitinophagales; Chitinophagaceae; Niastella
S001155759	1445	550983	Niastella populi	Root; Bacteria; Bacteroidetes; Chitinophagia; Chitinophagales; Chitinophagaceae; Niastella
S004230141	1463	1542731	Niastella gongjuensis	Root; Bacteria; Bacteroidetes; Chitinophagia; Chitinophagales; Chitinophagaceae; Niastella
S004496783	1491	1703345	Niastella vici	Root; Bacteria; Bacteroidetes; Chitinophagia; Chitinophagales; Chitinophagaceae; Niastella
S001155760	1442	550982	Parasegetibacter luojiensis	Root; Bacteria; Bacteroidetes; Chitinophagia; Chitinophagales; Chitinophagaceae; Parasegetibacter
S004217796	1462	1503749	Parasegetibacter terrae	Root; Bacteria; Bacteroidetes; Chitinophagia; Chitinophagales; Chitinophagaceae; Parasegetibacter
S000769040	1400	413434	Sediminibacterium ginsengisoli	Root; Bacteria; Bacteroidetes; Chitinophagia; Chitinophagales; Chitinophagaceae; Sediminibacterium
S000824637	1458	426421	Sediminibacterium salmoneum	Root; Bacteria; Bacteroidetes; Chitinophagia; Chitinophagales; Chitinophagaceae; Sediminibacterium
S001351630	1409	669455	Sediminibacterium magnilacihabitans	Root; Bacteria; Bacteroidetes; Chitinophagia; Chitinophagales; Chitinophagaceae; Sediminibacterium
S002960635	1390	1086393	Sediminibacterium goheungense	Root; Bacteria; Bacteroidetes; Chitinophagia; Chitinophagales; Chitinophagaceae; Sediminibacterium
S003283517	1441	1162689	Sediminibacterium lactis	Root; Bacteria; Bacteroidetes; Chitinophagia; Chitinophagales; Chitinophagaceae; Sediminibacterium
S000721192	1479	398037	Segetibacter koreensis	Root; Bacteria; Bacteroidetes; Chitinophagia; Chitinophagales; Chitinophagaceae; Segetibacter
S001589376	1422	670293	Segetibacter aerophilus	Root; Bacteria; Bacteroidetes; Chitinophagia; Chitinophagales; Chitinophagaceae; Segetibacter
S000643547	1519	249	Terrimonas ferruginea	Root; Bacteria; Bacteroidetes; Chitinophagia; Chitinophagales; Chitinophagaceae; Terrimonas
S000650534	1431	296052	Terrimonas lutea	Root; Bacteria; Bacteroidetes; Chitinophagia; Chitinophagales; Chitinophagaceae; Terrimonas
S001199186	1435	570279	Terrimonas aquatica	Root; Bacteria; Bacteroidetes; Chitinophagia; Chitinophagales; Chitinophagaceae; Terrimonas
S002913330	1418	1035890	Terrimonas rubra	Root; Bacteria; Bacteroidetes; Chitinophagia; Chitinophagales; Chitinophagaceae; Terrimonas
S002913810	1490	1038693	Terrimonas pekingensis	Root; Bacteria; Bacteroidetes; Chitinophagia; Chitinophagales; Chitinophagaceae; Terrimonas
S003788410	1408	624405	Terrimonas rhizosphaerae	Root; Bacteria; Bacteroidetes; Chitinophagia; Chitinophagales; Chitinophagaceae; Terrimonas
S004217724	1419	1507286	Terrimonas arctica	Root; Bacteria; Bacteroidetes; Chitinophagia; Chitinophagales; Chitinophagaceae; Terrimonas
S000995679	1470	496057	Arachidicoccus ginsenosidivorans	Root; Bacteria; Bacteroidetes; Chitinophagia; Chitinophagales; Chitinophagaceae; Arachidicoccus
S002304353	1417	551991	Arachidicoccus rhizosphaerae	Root; Bacteria; Bacteroidetes; Chitinophagia; Chitinophagales; Chitinophagaceae; Arachidicoccus
S003719248	1493	1302690	Cnuella takakiae	Root; Bacteria; Bacteroidetes; Chitinophagia; Chitinophagales; Chitinophagaceae; Cnuella
S003616102	1456	1239958	Heliimonas saccharivorans	Root; Bacteria; Bacteroidetes; Chitinophagia; Chitinophagales; Chitinophagaceae; Heliimonas
S003612845	1348	1235997	Hydrobacter penzbergensis	Root; Bacteria; Bacteroidetes; Chitinophagia; Chitinophagales; Chitinophagaceae; Hydrobacter
S004082557	1461	1465490	Parafilimonas terrae	Root; Bacteria; Bacteroidetes; Chitinophagia; Chitinophagales; Chitinophagaceae; Parafilimonas
S003719530	1397	1303085	Taibaiella smilacinae	Root; Bacteria; Bacteroidetes; Chitinophagia; Chitinophagales; Chitinophagaceae; Taibaiella
S003753597	1429	1268548	Taibaiella koreensis	Root; Bacteria; Bacteroidetes; Chitinophagia; Chitinophagales; Chitinophagaceae; Taibaiella
S003923295	1480	1434707	Taibaiella chishuiensis	Root; Bacteria; Bacteroidetes; Chitinophagia; Chitinophagales; Chitinophagaceae; Taibaiella
S004449811	1326	1580872	Taibaiella coffeisoli	Root; Bacteria; Bacteroidetes; Chitinophagia; Chitinophagales; Chitinophagaceae; Taibaiella
S004450789	1428	1591118	Taibaiella yonginensis	Root; Bacteria; Bacteroidetes; Chitinophagia; Chitinophagales; Chitinophagaceae; Taibaiella
S004483700	1467	1649169	Taibaiella soli	Root; Bacteria; Bacteroidetes; Chitinophagia; Chitinophagales; Chitinophagaceae; Taibaiella
S000891314	1396	454188	Thermoflavifilum aggregans	Root; Bacteria; Bacteroidetes; Chitinophagia; Chitinophagales; Chitinophagaceae; Thermoflavifilum
S003930741	1447	1393122	Thermoflavifilum thermophilum	Root; Bacteria; Bacteroidetes; Chitinophagia; Chitinophagales; Chitinophagaceae; Thermoflavifilum
S001577629	1432	661488	Pseudobacter ginsenosidimutans	Root; Bacteria; Bacteroidetes; Chitinophagia; Chitinophagales; Chitinophagaceae; Pseudobacter
S004531179	1487	1539049	Dinghuibacter silviterrae	Root; Bacteria; Bacteroidetes; Chitinophagia; Chitinophagales; Chitinophagaceae; Dinghuibacter
S002957912	1387	1084520	Flaviaesturariibacter amylovorans	Root; Bacteria; Bacteroidetes; Chitinophagia; Chitinophagales; Chitinophagaceae; Flaviaesturariibacter
S002234750	1402	908966	Parasediminibacterium paludis	Root; Bacteria; Bacteroidetes; Chitinophagia; Chitinophagales; Chitinophagaceae; Parasediminibacterium
S004489803	1524	1738054	Arvibacter aurantiibacter	Root; Bacteria; Bacteroidetes; Chitinophagia; Chitinophagales; Chitinophagaceae; Arvibacter
S002951948	1447	1007089	Compostibacter hankyongensis	Root; Bacteria; Bacteroidetes; Chitinophagia; Chitinophagales; Chitinophagaceae; Compostibacter
S000427982	1445	70997	Flavilitoribacter nigricans	Root; Bacteria; Bacteroidetes; Saprospiria; Saprospirales; Lewinellaceae; Flavilitoribacter
S000539621	1509	2350	Haliscomenobacter hydrossis	Root; Bacteria; Bacteroidetes; Saprospiria; Saprospirales; Lewinellaceae; Haliscomenobacter
S000427980	1425	70995	Lewinella cohaerens	Root; Bacteria; Bacteroidetes; Saprospiria; Saprospirales; Lewinellaceae; Lewinella
S000427983	1419	70998	Lewinella persica	Root; Bacteria; Bacteroidetes; Saprospiria; Saprospirales; Lewinellaceae; Lewinella
S000860308	1452	442734	Lewinella antarctica	Root; Bacteria; Bacteroidetes; Saprospiria; Saprospirales; Lewinellaceae; Lewinella
S000964168	1446	438752	Lewinella lutea	Root; Bacteria; Bacteroidetes; Saprospiria; Saprospirales; Lewinellaceae; Lewinella
S000964169	1446	438751	Lewinella marina	Root; Bacteria; Bacteroidetes; Saprospiria; Saprospirales; Lewinellaceae; Lewinella
S000964711	1415	478744	Lewinella agarilytica	Root; Bacteria; Bacteroidetes; Saprospiria; Saprospirales; Lewinellaceae; Lewinella
S004052135	1389	1383882	Lewinella maritima	Root; Bacteria; Bacteroidetes; Saprospiria; Saprospirales; Lewinellaceae; Lewinella
S004223990	1476	1517758	Lewinella lacunae	Root; Bacteria; Bacteroidetes; Saprospiria; Saprospirales; Lewinellaceae; Lewinella
S004225830	1462	1514080	Lewinella xylanilytica	Root; Bacteria; Bacteroidetes; Saprospiria; Saprospirales; Lewinellaceae; Lewinella
S003261769	1478	1099794	Portibacter lacus	Root; Bacteria; Bacteroidetes; Saprospiria; Saprospirales; Lewinellaceae; Portibacter
S000749526	1446	365033	Aureispira marina	Root; Bacteria; Bacteroidetes; Saprospiria; Saprospirales; Saprospiraceae; Aureispira
S003749481	1479	1008	Saprospira grandis	Root; Bacteria; Bacteroidetes; Saprospiria; Saprospirales; Saprospiraceae; Saprospira
S003929420	1445	1440006	Phaeodactylibacter xiamenensis	Root; Bacteria; Bacteroidetes; Saprospiria; Saprospirales; Saprospiraceae; Phaeodactylibacter
S004233448	1484	1564516	Phaeodactylibacter luteus	Root; Bacteria; Bacteroidetes; Saprospiria; Saprospirales; Saprospiraceae; Phaeodactylibacter
S003614345	1396	1227546	Membranicola marinus	Root; Bacteria; Bacteroidetes; Saprospiria; Saprospirales; Saprospiraceae; Membranicola
S002949403	1454	930973	Rubidimonas crustatorum	Root; Bacteria; Bacteroidetes; Saprospiria; Saprospirales; Saprospiraceae; Rubidimonas
S001168618	1481	511051	Caldisericum exile	Root; Bacteria; Caldiserica; Caldisericia; Caldisericales; Caldisericaceae; Caldisericum
S000414201	1548	85991	Chlamydia pecorum	Root; Bacteria; Chlamydiae; Chlamydiia; Chlamydiales; Chlamydiaceae; Chlamydia
S000438404	1545	83559	Chlamydia suis	Root; Bacteria; Chlamydiae; Chlamydiia; Chlamydiales; Chlamydiaceae; Chlamydia
S001589154	1436	669050	Chlamydia gallinacea	Root; Bacteria; Chlamydiae; Chlamydiia; Chlamydiales; Chlamydiaceae; Chlamydia
S000388671	1529	112235	Neochlamydia hartmannellae	Root; Bacteria; Chlamydiae; Chlamydiia; Chlamydiales; Parachlamydiaceae; Neochlamydia
S000017487	1541	83552	Parachlamydia acanthamoebae	Root; Bacteria; Chlamydiae; Chlamydiia; Chlamydiales; Parachlamydiaceae; Parachlamydia
S000438346	1545	83561	Simkania negevensis	Root; Bacteria; Chlamydiae; Chlamydiia; Chlamydiales; Simkaniaceae; Simkania
S000428010	1557	71667	Waddlia chondrophila	Root; Bacteria; Chlamydiae; Chlamydiia; Chlamydiales; Waddliaceae; Waddlia
S001152812	1468	483423	Estrella lausannensis	Root; Bacteria; Chlamydiae; Chlamydiia; Chlamydiales; Criblamydiaceae; Estrella
S003257849	1492	274537	Chlorobaculum limnaeum	Root; Bacteria; Chlorobi; Chlorobia; Chlorobiales; Chlorobiaceae; Chlorobaculum
S004056775	1450	1097	Chlorobaculum tepidum	Root; Bacteria; Chlorobi; Chlorobia; Chlorobiales; Chlorobiaceae; Chlorobaculum
S000137058	1308	34090	Chlorobium clathratiforme	Root; Bacteria; Chlorobi; Chlorobia; Chlorobiales; Chlorobiaceae; Chlorobium
S000588798	1466	1098	Chlorobium chlorovibrioides	Root; Bacteria; Chlorobi; Chlorobia; Chlorobiales; Chlorobiaceae; Chlorobium
S002290495	1499	319225	Chlorobium luteolum	Root; Bacteria; Chlorobi; Chlorobia; Chlorobiales; Chlorobiaceae; Chlorobium
S002290602	1501	319225	Chlorobium luteolum	Root; Bacteria; Chlorobi; Chlorobia; Chlorobiales; Chlorobiaceae; Chlorobium
S000011521	1403	517418	Chloroherpeton thalassium	Root; Bacteria; Chlorobi; Chlorobia; Chlorobiales; Chlorobiaceae; Chloroherpeton
S000125963	1428	229919	Anaerolinea thermolimosa	Root; Bacteria; Chloroflexi; Anaerolineae; Anaerolineales; Anaerolineaceae; Anaerolinea
S000383421	1457	167964	Anaerolinea thermophila	Root; Bacteria; Chloroflexi; Anaerolineae; Anaerolineales; Anaerolineaceae; Anaerolinea
S000622966	1425	360411	Bellilinea caldifistulae	Root; Bacteria; Chloroflexi; Anaerolineae; Anaerolineales; Anaerolineaceae; Bellilinea
S000125078	1426	229920	Leptolinea tardivitalis	Root; Bacteria; Chloroflexi; Anaerolineae; Anaerolineales; Anaerolineaceae; Leptolinea
S000125079	1424	229921	Levilinea saccharolytica	Root; Bacteria; Chloroflexi; Anaerolineae; Anaerolineales; Anaerolineaceae; Levilinea
S000622967	1422	360412	Longilinea arvoryzae	Root; Bacteria; Chloroflexi; Anaerolineae; Anaerolineales; Anaerolineaceae; Longilinea
S002966786	1462	1134406	Ornatilinea apprima	Root; Bacteria; Chloroflexi; Anaerolineae; Anaerolineales; Anaerolineaceae; Ornatilinea
S002236453	1432	913107	Pelolinea submarina	Root; Bacteria; Chloroflexi; Anaerolineae; Anaerolineales; Anaerolineaceae; Pelolinea
S003609811	1435	1081799	Thermomarinilinea lacunifontana	Root; Bacteria; Chloroflexi; Anaerolineae; Anaerolineales; Anaerolineaceae; Thermomarinilinea
S002232103	1459	869279	Thermanaerothrix daxensis	Root; Bacteria; Chloroflexi; Anaerolineae; Anaerolineales; Anaerolineaceae; Thermanaerothrix
S004501382	1418	1678840	Flexilinea flocculi	Root; Bacteria; Chloroflexi; Anaerolineae; Aggregatilineales_incertae_sedis; Flexilinea
S000384427	1427	133453	Caldilinea aerophila	Root; Bacteria; Chloroflexi; Caldilineae; Caldilineales; Caldilineaceae; Caldilinea
S002225629	1400	859243	Caldilinea tarbellica	Root; Bacteria; Chloroflexi; Caldilineae; Caldilineales; Caldilineaceae; Caldilinea
S003291140	1543	1204385	Litorilinea aerophila	Root; Bacteria; Chloroflexi; Caldilineae; Caldilineales; Caldilineaceae; Litorilinea
S000543676	1418	104176	Oscillochloris trichoides	Root; Bacteria; Chloroflexi; Chloroflexia; Chloroflexales; Chloroflexineae; Oscillochloridaceae; Oscillochloris
S000482832	1401	1108	Chloroflexus aurantiacus	Root; Bacteria; Chloroflexi; Chloroflexia; Chloroflexales; Chloroflexineae; Chloroflexaceae; Chloroflexus
S004480203	1448	1707952	Chloroflexus islandicus	Root; Bacteria; Chloroflexi; Chloroflexia; Chloroflexales; Chloroflexineae; Chloroflexaceae; Chloroflexus
S000427981	1417	70996	Herpetosiphon geysericola	Root; Bacteria; Chloroflexi; Chloroflexia; Herpetosiphonales; Herpetosiphonaceae; Herpetosiphon
